STDATUM;AIRLINE;TRIP;AD;AIRLINE_VK;TRIP_VK;STDATUM_VK;AD_VK;SCHENGEN;ABFERTIGUNGSART;TYP;POS;ROU;STTIME;SIKA
20160709;4U;2824;D;4U;2851;20160709;A;SCHENGEN;J;319;43;OLB;1110;144
20160709;4U;2853;A;4U;2962;20160710;D;SCHENGEN;J;319;17;SUF;2310;144
20160710;4U;2962;D;4U;2853;20160709;A;NSCHENGEN;J;319;17;RJK;625;144
20160709;4U;2861;A;4U;2594;20160710;D;SCHENGEN;J;320;46;NAP;2245;174
20160710;4U;2594;D;4U;2861;20160709;A;SCHENGEN;J;320;46;IBZ;830;174
20160709;4U;2865;A;4U;2434;20160709;D;SCHENGEN;J;319;46;CAG;1030;144
20160709;4U;2434;D;4U;2865;20160709;A;SCHENGEN;J;319;46;BIA;1140;144
20160709;4U;2885;A;4U;2672;20160709;D;SCHENGEN;J;320;43;FCO;1530;180
20160709;4U;2672;D;4U;2885;20160709;A;SCHENGEN;J;320;43;HER;1630;180
20160709;4U;2965;A;4U;2528;20160709;D;NSCHENGEN;J;320;43;SPU;920;174
20160709;4U;2528;D;4U;2965;20160709;A;SCHENGEN;J;320;43;BCN;1010;174
20160709;4U;2967;A;4U;2784;20160709;D;NSCHENGEN;J;319;44;ZAD;1020;144
20160709;4U;2784;D;4U;2967;20160709;A;SCHENGEN;J;319;44;BUD;1055;144
20160709;4U;3001;A;4U;2966;20160709;D;MAIL;M;319;19;TXL;130;0
20160709;4U;2966;D;4U;3001;20160709;A;NSCHENGEN;J;319;19;ZAD;710;144
20160709;4U;5315;A;4U;2672;20160710;D;SCHENGEN;C;319;53;CHQ;2145;144
20160710;4U;2672;D;4U;5315;20160709;A;SCHENGEN;J;319;53;HER;800;144
20160709;4U;5713;A;4U;5712;20160710;D;NSCHENGEN;J;319;19;PRN;2135;144
20160710;4U;5712;D;4U;5713;20160709;A;NSCHENGEN;J;319;19;PRN;845;144
20160709;4U;5727;A;4U;2536;20160710;D;NSCHENGEN;J;319;41;PRN;1925;144
20160710;4U;2536;D;4U;5727;20160709;A;SCHENGEN;J;319;41;AGP;550;144
20160709;4U;8000;A;4U;8001;20160709;D;SCHENGEN;J;319;10;TXL;755;144
20160709;4U;8001;D;4U;8000;20160709;A;SCHENGEN;J;319;10;TXL;830;144
20160710;4U;2005;A;4U;2822;20160710;D;SCHENGEN;J;319;40;TXL;1800;144
20160710;4U;2822;D;4U;2005;20160710;A;SCHENGEN;J;319;40;MXP;1845;144
20160710;4U;2019;A;4U;2796;20160710;D;SCHENGEN;J;319;42;SXF;2105;144
20160710;4U;2796;D;4U;2019;20160710;A;SCHENGEN;J;319;42;KEF;2210;144
20160710;4U;2027;A;4U;2378;20160710;D;SCHENGEN;J;319;42;DRS;1845;144
20160710;4U;2378;D;4U;2027;20160710;A;NSCHENGEN;J;319;42;STN;1915;144
20160710;4U;2033;A;4U;2756;20160710;D;SCHENGEN;J;319;41;BRE;1825;144
20160710;4U;2756;D;4U;2033;20160710;A;SCHENGEN;J;319;41;VIE;1900;144
20160710;4U;2055;A;4U;2784;20160710;D;SCHENGEN;J;319;43;HAJ;1850;144
20160710;4U;2784;D;4U;2055;20160710;A;SCHENGEN;J;319;43;BUD;1920;144
20160710;4U;2063;A;4U;2042;20160710;D;SCHENGEN;J;319;10;RLG;1825;144
20160710;4U;2042;D;4U;2063;20160710;A;SCHENGEN;J;319;10;HAM;1915;144
20160710;4U;2073;A;4U;2038;20160710;D;SCHENGEN;J;319;43;LEJ;2030;144
20160710;4U;2038;D;4U;2073;20160710;A;SCHENGEN;J;319;43;BRE;2105;144
20160710;4U;2181;A;4U;2018;20160710;D;SCHENGEN;J;319;10;AMS;1725;144
20160710;4U;2018;D;4U;2181;20160710;A;SCHENGEN;J;319;10;SXF;1800;144
20160710;4U;2461;A;4U;2464;20160710;D;NSCHENGEN;J;319;44;LHR;1640;144
20160710;4U;2464;D;4U;2461;20160710;A;NSCHENGEN;J;319;44;LHR;1720;144
20160710;4U;2517;A;4U;2754;20160710;D;SCHENGEN;J;319;40;BIO;1415;144
20160710;4U;2754;D;4U;2517;20160710;A;SCHENGEN;J;319;40;VIE;1450;144
20160710;4U;2531;A;4U;2072;20160710;D;SCHENGEN;J;319;43;VLC;1720;144
20160710;4U;2072;D;4U;2531;20160710;A;SCHENGEN;J;319;43;LEJ;1800;144
20160710;4U;2537;A;4U;2460;20160710;D;SCHENGEN;J;319;45;AGP;1205;144
20160710;4U;2460;D;4U;2537;20160710;A;NSCHENGEN;J;319;45;LHR;1240;144
20160710;4U;2593;A;4U;2520;20160710;D;SCHENGEN;J;320;41;PMI;1630;174
20160710;4U;2520;D;4U;2593;20160710;A;SCHENGEN;J;320;41;BCN;1725;174
20160710;4U;2595;A;4U;2884;20160710;D;SCHENGEN;J;320;42;IBZ;1335;174
20160710;4U;2884;D;4U;2595;20160710;A;SCHENGEN;J;320;42;FCO;1420;174
20160710;4U;2597;A;4U;2032;20160710;D;SCHENGEN;J;319;42;PMI;1455;144
20160710;4U;2032;D;4U;2597;20160710;A;SCHENGEN;J;319;42;BRE;1545;144
20160710;4U;2605;A;4U;2590;20160710;D;SCHENGEN;J;320;42;LIS;1655;180
20160710;4U;2590;D;4U;2605;20160710;A;SCHENGEN;J;320;42;PMI;1755;180
20160710;4U;2673;A;4U;2062;20160710;D;SCHENGEN;J;319;41;HER;1435;144
20160710;4U;2062;D;4U;2673;20160710;A;SCHENGEN;J;319;41;RLG;1520;144
20160710;4U;2683;A;4U;2592;20160710;D;SCHENGEN;J;320;43;SKG;1105;174
20160710;4U;2592;D;4U;2683;20160710;A;SCHENGEN;J;320;43;PMI;1145;174
20160710;4U;2735;A;4U;2874;20160710;D;SCHENGEN;J;319;45;KRK;1045;144
20160710;4U;2874;D;4U;2735;20160710;A;SCHENGEN;J;319;45;BRI;1120;144
20160710;4U;2755;A;4U;2164;20160710;D;SCHENGEN;J;319;44;VIE;1755;144
20160710;4U;2164;D;4U;2755;20160710;A;SCHENGEN;J;319;44;BRU;1850;144
20160710;4U;2823;A;4U;2302;20160710;D;SCHENGEN;J;319;41;MXP;2120;144
20160710;4U;2302;D;4U;2823;20160710;A;NSCHENGEN;J;319;41;SAW;2235;144
20160710;4U;2875;A;4U;2026;20160710;D;SCHENGEN;J;319;44;BRI;1530;144
20160710;4U;2026;D;4U;2875;20160710;A;SCHENGEN;J;319;44;DRS;1610;144
20160710;4U;2885;A;4U;2006;20160710;D;SCHENGEN;J;320;12;FCO;1810;174
20160710;4U;2006;D;4U;2885;20160710;A;SCHENGEN;J;320;12;TXL;1845;174
20160710;4U;2905;A;4U;2952;20160710;D;NSCHENGEN;J;319;56;ESB;605;144
20160710;4U;2952;D;4U;2905;20160710;A;NSCHENGEN;J;319;56;DBV;730;144
20160710;4U;2925;A;4U;2004;20160710;D;NSCHENGEN;J;319;43;AYT;1355;144
20160710;4U;2004;D;4U;2925;20160710;A;SCHENGEN;J;319;43;TXL;1455;144
20160710;4U;2939;A;4U;2734;20160710;D;NSCHENGEN;J;319;43;ADB;605;144
20160710;4U;2734;D;4U;2939;20160710;A;SCHENGEN;J;319;43;KRK;700;144
20160710;4U;2953;A;4U;2530;20160710;D;NSCHENGEN;J;319;44;DBV;1120;144
20160710;4U;2530;D;4U;2953;20160710;A;SCHENGEN;J;319;44;VLC;1200;144
20160710;4U;2963;A;4U;2596;20160710;D;NSCHENGEN;J;319;43;RJK;930;144
20160710;4U;2596;D;4U;2963;20160710;A;SCHENGEN;J;319;43;PMI;1010;144
20160710;4U;2965;A;4U;2604;20160710;D;NSCHENGEN;J;320;44;SPU;920;180
20160710;4U;2604;D;4U;2965;20160710;A;SCHENGEN;J;320;44;LIS;1015;180
20160710;4U;2977;A;4U;2054;20160710;D;NSCHENGEN;J;319;43;ZAG;1550;144
20160710;4U;2054;D;4U;2977;20160710;A;SCHENGEN;J;319;43;HAJ;1625;144
20160710;4U;5319;A;4U;2976;20160710;D;NSCHENGEN;C;319;42;BOJ;1155;144
20160710;4U;2976;D;4U;5319;20160710;A;NSCHENGEN;J;319;42;ZAG;1250;144
20160710;4U;5713;A;4U;2180;20160710;D;NSCHENGEN;J;319;41;PRN;1325;144
20160710;4U;2180;D;4U;5713;20160710;A;SCHENGEN;J;319;41;AMS;1405;144
20160710;4U;7048;A;4U;7049;20160710;D;SCHENGEN;J;320;56;HAM;2025;174
20160710;4U;7049;D;4U;7048;20160710;A;SCHENGEN;J;320;56;HAM;2100;174
20160710;4U;8006;A;4U;8007;20160710;D;SCHENGEN;J;320;10;TXL;2030;174
20160710;4U;8007;D;4U;8006;20160710;A;SCHENGEN;J;320;10;TXL;2100;174
20160704;8Q;742;A;8Q;743;20160704;D;NSCHENGEN;J;321;45;IST;1315;219
20160704;8Q;743;D;8Q;742;20160704;A;NSCHENGEN;J;321;45;IST;1355;219
20160705;8Q;742;A;8Q;743;20160705;D;NSCHENGEN;J;321;43;IST;1315;219
20160705;8Q;743;D;8Q;742;20160705;A;NSCHENGEN;J;321;43;IST;1355;219
20160706;8Q;742;A;8Q;743;20160706;D;NSCHENGEN;J;321;42;IST;1315;219
20160706;8Q;743;D;8Q;742;20160706;A;NSCHENGEN;J;321;42;IST;1355;219
20160707;8Q;742;A;8Q;743;20160707;D;NSCHENGEN;J;321;43;IST;1315;219
20160707;8Q;743;D;8Q;742;20160707;A;NSCHENGEN;J;321;43;IST;1355;219
20160708;8Q;742;A;8Q;743;20160708;D;NSCHENGEN;J;321;43;IST;1315;219
20160708;8Q;743;D;8Q;742;20160708;A;NSCHENGEN;J;321;43;IST;1355;219
20160709;8Q;742;A;8Q;743;20160709;D;NSCHENGEN;J;320;44;IST;1315;180
20160709;8Q;743;D;8Q;742;20160709;A;NSCHENGEN;J;320;44;IST;1355;180
20160710;8Q;742;A;8Q;743;20160710;D;NSCHENGEN;J;321;44;IST;1315;219
20160710;8Q;743;D;8Q;742;20160710;A;NSCHENGEN;J;321;44;IST;1355;219
20160704;A3;510;A;A3;511;20160704;D;SCHENGEN;J;320;12;ATHSKG;1900;174
20160704;A3;511;D;A3;510;20160704;A;SCHENGEN;J;320;12;SKGATH;1950;174
20160705;A3;426;A;A3;427;20160705;D;SCHENGEN;J;320;12;HER;900;174
20160705;A3;427;D;A3;426;20160705;A;SCHENGEN;J;320;12;HER;945;174
20160705;A3;510;A;A3;511;20160705;D;SCHENGEN;J;320;12;ATHSKG;1900;174
20160705;A3;511;D;A3;510;20160705;A;SCHENGEN;J;320;12;SKGATH;1950;174
20160706;A3;510;A;A3;511;20160706;D;SCHENGEN;J;320;12;ATHSKG;1900;174
20160706;A3;511;D;A3;510;20160706;A;SCHENGEN;J;320;12;SKGATH;1950;174
20160707;A3;510;A;A3;511;20160707;D;SCHENGEN;J;320;12;ATHSKG;1900;174
20160707;A3;511;D;A3;510;20160707;A;SCHENGEN;J;320;12;SKGATH;1950;174
20160708;A3;510;A;A3;511;20160708;D;SCHENGEN;J;320;12;ATHSKG;1900;174
20160708;A3;511;D;A3;510;20160708;A;SCHENGEN;J;320;12;SKGATH;1950;174
20160709;A3;426;A;A3;427;20160709;D;SCHENGEN;J;320;11;HER;900;174
20160709;A3;427;D;A3;426;20160709;A;SCHENGEN;J;320;11;HER;945;174
20160709;A3;510;A;A3;511;20160709;D;SCHENGEN;J;320;12;ATHSKG;1900;174
20160709;A3;511;D;A3;510;20160709;A;SCHENGEN;J;320;12;SKGATH;1950;174
20160710;A3;510;A;A3;511;20160710;D;SCHENGEN;J;320;12;ATHSKG;1900;174
20160710;A3;511;D;A3;510;20160710;A;SCHENGEN;J;320;12;SKGATH;1950;174
20160704;AB;3327;A;AB;3668;20160705;D;SCHENGEN;J;320;53;PMI;2230;180
20160705;AB;3668;D;AB;3327;20160704;A;SCHENGEN;J;320;53;ALC;550;180
20160704;AB;3397;A;AB;8832;20160704;D;SCHENGEN;J;73H;11;PMI;1130;186
20160704;AB;8832;D;AB;3397;20160704;A;SCHENGEN;J;73H;11;NAP;1320;186
20160704;AB;6531;A;AB;6534;20160704;D;SCHENGEN;J;321;13;TXL;755;210
20160704;AB;6534;D;AB;6531;20160704;A;SCHENGEN;J;321;13;TXL;840;210
20160704;AB;6535;A;AB;8778;20160704;D;SCHENGEN;J;73W;12;TXL;930;144
20160704;AB;8778;D;AB;6535;20160704;A;SCHENGEN;J;73W;12;VCE;1030;144
20160704;AB;6537;A;AB;8798;20160704;D;SCHENGEN;J;320;13;TXL;1045;180
20160704;AB;8798;D;AB;6537;20160704;A;SCHENGEN;J;320;13;CTA;1130;180
20160704;AB;6545;A;AB;6548;20160704;D;SCHENGEN;J;DH4;54;TXL;1410;76
20160704;AB;6548;D;AB;6545;20160704;A;SCHENGEN;J;DH4;54;TXL;1500;76
20160704;AB;6551;A;AB;6552;20160704;D;SCHENGEN;J;73H;15;TXL;1620;186
20160704;AB;6552;D;AB;6551;20160704;A;SCHENGEN;J;73H;15;TXL;1705;186
20160704;AB;6553;A;AB;6556;20160704;D;SCHENGEN;J;320;13;TXL;1815;180
20160704;AB;6556;D;AB;6553;20160704;A;SCHENGEN;J;320;13;TXL;1900;180
20160704;AB;6563;A;AB;6530;20160705;D;SCHENGEN;J;DH4;61D;TXL;2250;76
20160705;AB;6530;D;AB;6563;20160704;A;SCHENGEN;J;DH4;61D;TXL;615;76
20160704;AB;6611;A;AB;6894;20160704;D;SCHENGEN;J;DH4;56;HAJ;950;76
20160704;AB;6894;D;AB;6611;20160704;A;SCHENGEN;J;DH4;56;GWT;1025;76
20160704;AB;6615;A;AB;6610;20160705;D;SCHENGEN;J;DH4;62D;HAJ;2130;76
20160705;AB;6610;D;AB;6615;20160704;A;SCHENGEN;J;DH4;62D;HAJ;705;76
20160704;AB;6651;A;AB;6652;20160704;D;SCHENGEN;J;320;14;HAM;745;180
20160704;AB;6652;D;AB;6651;20160704;A;SCHENGEN;J;320;14;HAM;830;180
20160704;AB;6653;A;AB;6540;20160704;D;SCHENGEN;J;73W;13;HAM;945;144
20160704;AB;6540;D;AB;6653;20160704;A;SCHENGEN;J;73W;13;TXL;1025;144
20160704;AB;6661;A;AB;6662;20160704;D;SCHENGEN;J;73W;17;HAM;1745;144
20160704;AB;6662;D;AB;6661;20160704;A;SCHENGEN;J;73W;17;HAM;1830;144
20160704;AB;6663;A;AB;6664;20160704;D;SCHENGEN;J;320;13;HAM;1935;180
20160704;AB;6664;D;AB;6663;20160704;A;SCHENGEN;J;320;13;HAM;2020;180
20160704;AB;6665;A;AB;6650;20160705;D;SCHENGEN;J;73W;13;HAM;2145;144
20160705;AB;6650;D;AB;6665;20160704;A;SCHENGEN;J;73W;13;HAM;630;144
20160704;AB;6832;A;AB;6835;20160704;D;SCHENGEN;J;DH4;41;DUS;730;76
20160704;AB;6835;D;AB;6832;20160704;A;SCHENGEN;J;DH4;41;DUS;800;76
20160704;AB;6834;A;AB;6837;20160704;D;SCHENGEN;J;DH4;55;DUS;950;76
20160704;AB;6837;D;AB;6834;20160704;A;SCHENGEN;J;DH4;55;DUS;1020;76
20160704;AB;6838;A;AB;6841;20160704;D;SCHENGEN;J;DH4;55;DUS;1405;76
20160704;AB;6841;D;AB;6838;20160704;A;SCHENGEN;J;DH4;55;DUS;1435;76
20160704;AB;6842;A;AB;6845;20160704;D;SCHENGEN;J;DH4;61D;DUS;1745;76
20160704;AB;6845;D;AB;6842;20160704;A;SCHENGEN;J;DH4;61D;DUS;1815;76
20160704;AB;6846;A;AB;6833;20160705;D;SCHENGEN;J;DH4;62D;DUS;2050;76
20160705;AB;6833;D;AB;6846;20160704;A;SCHENGEN;J;DH4;62D;DUS;615;76
20160704;AB;6895;A;AB;6614;20160704;D;SCHENGEN;J;DH4;;GWT;1410;76
20160704;AB;6614;D;AB;6895;20160704;A;SCHENGEN;J;DH4;;HAJ;1840;76
20160704;AB;7577;A;AB;7576;20160704;D;SCHENGEN;J;321;55;PMI;1650;210
20160704;AB;7576;D;AB;7577;20160704;A;SCHENGEN;J;321;55;PMI;1745;210
20160704;AB;7689;A;AB;7778;20160705;D;SCHENGEN;J;321;54;PMI;2245;210
20160705;AB;7778;D;AB;7689;20160704;A;SCHENGEN;J;321;54;PMI;600;210
20160704;AB;7779;A;AB;7688;20160704;D;SCHENGEN;J;321;12;PMI;1050;210
20160704;AB;7688;D;AB;7779;20160704;A;SCHENGEN;J;321;12;PMI;1140;210
20160704;AB;8779;A;AB;6658;20160704;D;SCHENGEN;J;73W;13;VCE;1345;144
20160704;AB;6658;D;AB;8779;20160704;A;SCHENGEN;J;73W;13;HAM;1430;144
20160704;AB;8799;A;AB;3326;20160704;D;SCHENGEN;J;320;53;CTA;1635;180
20160704;AB;3326;D;AB;8799;20160704;A;SCHENGEN;J;320;53;PMI;1720;180
20160704;AB;8833;A;AB;8856;20160704;D;SCHENGEN;J;73H;54;NAP;1735;186
20160704;AB;8856;D;AB;8833;20160704;A;SCHENGEN;J;73H;54;OLB;1820;186
20160704;AB;8857;A;AB;6532;20160705;D;SCHENGEN;J;73H;16;OLB;2220;186
20160705;AB;6532;D;AB;8857;20160704;A;SCHENGEN;J;73H;16;TXL;730;186
20160704;AB;8885;A;AB;8884;20160704;D;SCHENGEN;J;DH4;44;FLR;1955;76
20160704;AB;8884;D;AB;8885;20160704;A;SCHENGEN;J;DH4;44;FLR;2025;76
20160705;AB;3669;A;AB;7576;20160705;D;SCHENGEN;J;320;13;ALC;1120;180
20160705;AB;7576;D;AB;3669;20160705;A;SCHENGEN;J;320;13;PMI;1210;180
20160705;AB;3947;A;AB;2538;20160706;D;SCHENGEN;J;73H;;SKG;2315;186
20160706;AB;2538;D;AB;3947;20160705;A;SCHENGEN;J;73H;;AGP;605;186
20160705;AB;6531;A;AB;6534;20160705;D;SCHENGEN;J;320;13;TXL;755;180
20160705;AB;6534;D;AB;6531;20160705;A;SCHENGEN;J;320;13;TXL;840;180
20160705;AB;6535;A;AB;6658;20160705;D;SCHENGEN;J;73W;56;TXL;930;144
20160705;AB;6658;D;AB;6535;20160705;A;SCHENGEN;J;73W;56;HAM;1430;144
20160705;AB;6537;A;AB;8798;20160705;D;SCHENGEN;J;73H;53;TXL;1045;186
20160705;AB;8798;D;AB;6537;20160705;A;SCHENGEN;J;73H;53;CTA;1130;186
20160705;AB;6545;A;AB;6548;20160705;D;SCHENGEN;J;DH4;62D;TXL;1410;76
20160705;AB;6548;D;AB;6545;20160705;A;SCHENGEN;J;DH4;62D;TXL;1500;76
20160705;AB;6551;A;AB;6552;20160705;D;SCHENGEN;J;73H;13;TXL;1620;186
20160705;AB;6552;D;AB;6551;20160705;A;SCHENGEN;J;73H;13;TXL;1705;186
20160705;AB;6553;A;AB;6556;20160705;D;SCHENGEN;J;320;13;TXL;1815;180
20160705;AB;6556;D;AB;6553;20160705;A;SCHENGEN;J;320;13;TXL;1900;180
20160705;AB;6557;A;AB;6560;20160705;D;SCHENGEN;J;73H;15;TXL;2020;186
20160705;AB;6560;D;AB;6557;20160705;A;SCHENGEN;J;73H;15;TXL;2105;186
20160705;AB;6563;A;AB;6530;20160706;D;SCHENGEN;J;DH4;63D;TXL;2250;76
20160706;AB;6530;D;AB;6563;20160705;A;SCHENGEN;J;DH4;63D;TXL;615;76
20160705;AB;6611;A;AB;8778;20160705;D;SCHENGEN;J;DH4;62D;HAJ;950;76
20160705;AB;8778;D;AB;6611;20160705;A;SCHENGEN;J;DH4;62D;VCE;1030;76
20160705;AB;6615;A;AB;6610;20160706;D;SCHENGEN;J;DH4;62D;HAJ;2130;76
20160706;AB;6610;D;AB;6615;20160705;A;SCHENGEN;J;DH4;62D;HAJ;705;76
20160705;AB;6651;A;AB;6652;20160705;D;SCHENGEN;J;320;14;HAM;745;180
20160705;AB;6652;D;AB;6651;20160705;A;SCHENGEN;J;320;14;HAM;830;180
20160705;AB;6653;A;AB;6540;20160705;D;SCHENGEN;J;73W;13;HAM;945;144
20160705;AB;6540;D;AB;6653;20160705;A;SCHENGEN;J;73W;13;TXL;1025;144
20160705;AB;6661;A;AB;6662;20160705;D;SCHENGEN;J;73W;17;HAM;1745;144
20160705;AB;6662;D;AB;6661;20160705;A;SCHENGEN;J;73W;17;HAM;1830;144
20160705;AB;6663;A;AB;6664;20160705;D;SCHENGEN;J;320;13;HAM;1935;180
20160705;AB;6664;D;AB;6663;20160705;A;SCHENGEN;J;320;13;HAM;2020;180
20160705;AB;6665;A;AB;6650;20160706;D;SCHENGEN;J;73W;13;HAM;2145;144
20160706;AB;6650;D;AB;6665;20160705;A;SCHENGEN;J;73W;13;HAM;630;144
20160705;AB;6832;A;AB;6835;20160705;D;SCHENGEN;J;DH4;43;DUS;730;76
20160705;AB;6835;D;AB;6832;20160705;A;SCHENGEN;J;DH4;43;DUS;800;76
20160705;AB;6834;A;AB;6837;20160705;D;SCHENGEN;J;DH4;61D;DUS;950;76
20160705;AB;6837;D;AB;6834;20160705;A;SCHENGEN;J;DH4;61D;DUS;1020;76
20160705;AB;6838;A;AB;6841;20160705;D;SCHENGEN;J;DH4;61D;DUS;1405;76
20160705;AB;6841;D;AB;6838;20160705;A;SCHENGEN;J;DH4;61D;DUS;1435;76
20160705;AB;6842;A;AB;6845;20160705;D;SCHENGEN;J;DH4;61D;DUS;1745;76
20160705;AB;6845;D;AB;6842;20160705;A;SCHENGEN;J;DH4;61D;DUS;1815;76
20160705;AB;6846;A;AB;6833;20160706;D;SCHENGEN;J;DH4;61D;DUS;2050;76
20160706;AB;6833;D;AB;6846;20160705;A;SCHENGEN;J;DH4;61D;DUS;615;76
20160705;AB;7577;A;AB;6532;20160706;D;SCHENGEN;J;320;34;PMI;1655;180
20160706;AB;6532;D;AB;7577;20160705;A;SCHENGEN;J;320;34;TXL;730;180
20160705;AB;7689;A;AB;7778;20160706;D;SCHENGEN;J;321;16;PMI;2245;210
20160706;AB;7778;D;AB;7689;20160705;A;SCHENGEN;J;321;16;PMI;600;210
20160705;AB;7779;A;AB;7688;20160705;D;SCHENGEN;J;321;54;PMI;1050;210
20160705;AB;7688;D;AB;7779;20160705;A;SCHENGEN;J;321;54;PMI;1140;210
20160705;AB;8779;A;AB;6614;20160705;D;SCHENGEN;J;DH4;63D;VCE;1345;76
20160705;AB;6614;D;AB;8779;20160705;A;SCHENGEN;J;DH4;63D;HAJ;1840;76
20160705;AB;8799;A;AB;3946;20160705;D;SCHENGEN;J;73H;35;CTA;1640;186
20160705;AB;3946;D;AB;8799;20160705;A;SCHENGEN;J;73H;35;SKG;1755;186
20160706;AB;2539;A;AB;3668;20160707;D;SCHENGEN;J;73H;;AGP;1945;186
20160707;AB;3668;D;AB;2539;20160706;A;SCHENGEN;J;73H;;ALC;550;186
20160706;AB;6531;A;AB;6534;20160706;D;SCHENGEN;J;320;13;TXL;755;180
20160706;AB;6534;D;AB;6531;20160706;A;SCHENGEN;J;320;13;TXL;840;180
20160706;AB;6535;A;AB;8778;20160706;D;SCHENGEN;J;73W;12;TXL;930;144
20160706;AB;8778;D;AB;6535;20160706;A;SCHENGEN;J;73W;12;VCE;1030;144
20160706;AB;6537;A;AB;8832;20160706;D;SCHENGEN;J;320;17;TXL;1045;180
20160706;AB;8832;D;AB;6537;20160706;A;SCHENGEN;J;320;17;NAP;1320;180
20160706;AB;6545;A;AB;6548;20160706;D;SCHENGEN;J;DH4;62D;TXL;1410;76
20160706;AB;6548;D;AB;6545;20160706;A;SCHENGEN;J;DH4;62D;TXL;1500;76
20160706;AB;6551;A;AB;6552;20160706;D;SCHENGEN;J;73H;13;TXL;1620;186
20160706;AB;6552;D;AB;6551;20160706;A;SCHENGEN;J;73H;13;TXL;1705;186
20160706;AB;6553;A;AB;6556;20160706;D;SCHENGEN;J;320;13;TXL;1815;180
20160706;AB;6556;D;AB;6553;20160706;A;SCHENGEN;J;320;13;TXL;1900;180
20160706;AB;6557;A;AB;6560;20160706;D;SCHENGEN;J;73H;14;TXL;2020;186
20160706;AB;6560;D;AB;6557;20160706;A;SCHENGEN;J;73H;14;TXL;2105;186
20160706;AB;6563;A;AB;6530;20160707;D;SCHENGEN;J;DH4;61D;TXL;2250;76
20160707;AB;6530;D;AB;6563;20160706;A;SCHENGEN;J;DH4;61D;TXL;615;76
20160706;AB;6611;A;AB;6894;20160706;D;SCHENGEN;J;DH4;62D;HAJ;950;76
20160706;AB;6894;D;AB;6611;20160706;A;SCHENGEN;J;DH4;62D;GWT;1025;76
20160706;AB;6613;A;AB;6614;20160706;D;SCHENGEN;J;DH4;52;HAJ;1805;76
20160706;AB;6614;D;AB;6613;20160706;A;SCHENGEN;J;DH4;52;HAJ;1840;76
20160706;AB;6615;A;AB;6610;20160707;D;SCHENGEN;J;DH4;62D;HAJ;2130;76
20160707;AB;6610;D;AB;6615;20160706;A;SCHENGEN;J;DH4;62D;HAJ;705;76
20160706;AB;6651;A;AB;6652;20160706;D;SCHENGEN;J;320;13;HAM;745;180
20160706;AB;6652;D;AB;6651;20160706;A;SCHENGEN;J;320;13;HAM;830;180
20160706;AB;6653;A;AB;6540;20160706;D;SCHENGEN;J;73W;13;HAM;945;144
20160706;AB;6540;D;AB;6653;20160706;A;SCHENGEN;J;73W;13;TXL;1025;144
20160706;AB;6661;A;AB;6662;20160706;D;SCHENGEN;J;73W;54;HAM;1745;144
20160706;AB;6662;D;AB;6661;20160706;A;SCHENGEN;J;73W;54;HAM;1830;144
20160706;AB;6663;A;AB;6664;20160706;D;SCHENGEN;J;320;13;HAM;1935;180
20160706;AB;6664;D;AB;6663;20160706;A;SCHENGEN;J;320;13;HAM;2020;180
20160706;AB;6665;A;AB;6650;20160707;D;SCHENGEN;J;73W;33;HAM;2145;144
20160707;AB;6650;D;AB;6665;20160706;A;SCHENGEN;J;73W;33;HAM;630;144
20160706;AB;6832;A;AB;6835;20160706;D;SCHENGEN;J;DH4;43;DUS;730;76
20160706;AB;6835;D;AB;6832;20160706;A;SCHENGEN;J;DH4;43;DUS;800;76
20160706;AB;6834;A;AB;6837;20160706;D;SCHENGEN;J;DH4;61D;DUS;950;76
20160706;AB;6837;D;AB;6834;20160706;A;SCHENGEN;J;DH4;61D;DUS;1020;76
20160706;AB;6838;A;AB;6841;20160706;D;SCHENGEN;J;DH4;61D;DUS;1405;76
20160706;AB;6841;D;AB;6838;20160706;A;SCHENGEN;J;DH4;61D;DUS;1435;76
20160706;AB;6842;A;AB;6845;20160706;D;SCHENGEN;J;DH4;53;DUS;1745;76
20160706;AB;6845;D;AB;6842;20160706;A;SCHENGEN;J;DH4;53;DUS;1815;76
20160706;AB;6846;A;AB;6833;20160707;D;SCHENGEN;J;DH4;63D;DUS;2050;76
20160707;AB;6833;D;AB;6846;20160706;A;SCHENGEN;J;DH4;63D;DUS;615;76
20160706;AB;6895;A;AB;6612;20160706;D;SCHENGEN;J;DH4;63D;GWT;1410;76
20160706;AB;6612;D;AB;6895;20160706;A;SCHENGEN;J;DH4;63D;HAJ;1515;76
20160706;AB;7577;A;AB;7576;20160706;D;SCHENGEN;J;321;14;PMI;1645;210
20160706;AB;7576;D;AB;7577;20160706;A;SCHENGEN;J;321;14;PMI;1745;210
20160706;AB;7689;A;AB;7778;20160707;D;SCHENGEN;J;321;13;PMI;2245;210
20160707;AB;7778;D;AB;7689;20160706;A;SCHENGEN;J;321;13;PMI;600;210
20160706;AB;7779;A;AB;7688;20160706;D;SCHENGEN;J;321;13;PMI;1050;210
20160706;AB;7688;D;AB;7779;20160706;A;SCHENGEN;J;321;13;PMI;1140;210
20160706;AB;8779;A;AB;6658;20160706;D;SCHENGEN;J;73W;13;VCE;1345;144
20160706;AB;6658;D;AB;8779;20160706;A;SCHENGEN;J;73W;13;HAM;1430;144
